"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LTA South 2025 Split 2 Playoffs","2025-06-14","FURIA",11,7,4,32.6,171,134,1.28,0.85,0.32,"0.3%",54.5,9.1,482,"55%","73%","64%",4.2,"55%","82%","36%","47%","100%","55%","55%","50.4%","50.8%",3.18,1.14,1.3
"LTA South 2025 Split 2 Playoffs","2025-06-14","Isurus Estral",11,7,4,31.8,166,150,1.11,0.9,0.56,"6.5%",53,10.7,290,"45%","45%","45%",4.2,"73%","24%","55%","53%","0%","36%","55%","50.4%","53.9%",3.27,1.24,1.51
"LTA South 2025 Split 2 Playoffs","2025-06-14","LOUD",8,2,6,33.6,82,137,0.6,0.81,-0.43,"-6.6%",53,-28,112,"50%","88%","63%",5.4,"75%","63%","50%","44%",,"25%","22%","49.5%","46.7%",3.7,1.49,1.41
"LTA South 2025 Split 2 Playoffs","2025-06-14","paiN Gaming",8,6,2,35.7,142,88,1.61,0.8,0.46,"7.0%",49,26,10,"50%","25%","63%",3.3,"25%","46%","63%","60%","0%","75%","89%","50.2%","51.9%",3.56,1.32,1.7
"LTA South 2025 Split 2 Playoffs","2025-06-14","RED Canids",4,1,3,31.1,64,64,1,1.03,0.48,"2.6%",59.9,-34.9,422,"50%","75%","75%",4.5,"50%","50%","75%","56%",,"25%","25%","49.9%","49.2%",3.2,1.25,1.16
"LTA South 2025 Split 2 Playoffs","2025-06-14","Vivo Keyd Stars",10,3,7,32,121,174,0.7,0.92,-1.21,"-8.9%",36.2,-6.2,-1115,"50%","10%","10%",2.9,"20%","37%","40%","44%",,"30%","40%","49.4%","46.2%",2.95,0.93,1.4
"LTA South 2025 Split 2 Playoffs","2025-06-15","FURIA",14,10,4,32.8,241,178,1.35,0.91,0.42,"0.3%",52.7,18.8,386,"64%","64%","64%",3.9,"43%","79%","36%","48%","100%","57%","57%","50.4%","50.5%",3.16,1.12,1.31
"LTA South 2025 Split 2 Playoffs","2025-06-15","Isurus Estral",11,7,4,31.8,166,150,1.11,0.9,0.56,"6.5%",53,10.7,290,"45%","45%","45%",4.2,"73%","24%","55%","53%","0%","36%","55%","50.4%","53.9%",3.27,1.24,1.51
"LTA South 2025 Split 2 Playoffs","2025-06-15","LOUD",8,2,6,33.6,82,137,0.6,0.81,-0.43,"-6.6%",53,-28,112,"50%","88%","63%",5.4,"75%","63%","50%","44%",,"25%","22%","49.5%","46.7%",3.7,1.49,1.41
"LTA South 2025 Split 2 Playoffs","2025-06-15","paiN Gaming",11,6,5,35.1,186,158,1.18,0.89,0.14,"5.1%",50.4,4.2,-2,"36%","36%","55%",3.4,"45%","42%","64%","56%","0%","64%","75%","50.0%","51.6%",3.58,1.32,1.56
"LTA South 2025 Split 2 Playoffs","2025-06-15","RED Canids",4,1,3,31.1,64,64,1,1.03,0.48,"2.6%",59.9,-34.9,422,"50%","75%","75%",4.5,"50%","50%","75%","56%",,"25%","25%","49.9%","49.2%",3.2,1.25,1.16
"LTA South 2025 Split 2 Playoffs","2025-06-15","Vivo Keyd Stars",10,3,7,32,121,174,0.7,0.92,-1.21,"-8.9%",36.2,-6.2,-1115,"50%","10%","10%",2.9,"20%","37%","40%","44%",,"30%","40%","49.4%","46.2%",2.95,0.93,1.4
"LTA South 2025 Split 3","2025-07-26","Fluxo W7M",2,0,2,32.6,13,31,0.42,0.68,-1.14,"-9.4%",43.5,-43.5,-1418,"50%","0%","0%",3,"0%","50%","100%","75%",,"0%","0%","49.0%","46.5%",3.46,1.48,1.43
"LTA South 2025 Split 3","2025-07-26","FURIA",2,2,0,32.6,31,13,2.38,0.68,1.14,"9.4%",56.5,43.5,1418,"50%","100%","100%",3,"100%","50%","0%","25%",,"50%","100%","51.0%","53.5%",3.12,1.16,1.78
"LTA South 2025 Split 3","2025-07-26","Leviatan",2,0,2,36.3,13,37,0.35,0.69,-1.91,"-13.6%",37,-37,-345,"50%","0%","0%",1.5,"50%","67%","50%","20%",,"0%","0%","48.0%","43.4%",3.45,1.24,1.59
"LTA South 2025 Split 3","2025-07-26","paiN Gaming",2,2,0,36.3,37,13,2.85,0.69,1.91,"13.6%",63,37,345,"50%","100%","100%",1,"50%","33%","50%","80%",,"100%","100%","52.0%","56.6%",3.78,1.42,2.05
"LTA South 2025 Split 3","2025-07-27","Fluxo W7M",2,0,2,32.6,13,31,0.42,0.68,-1.14,"-9.4%",43.5,-43.5,-1418,"50%","0%","0%",3,"0%","50%","100%","75%",,"0%","0%","49.0%","46.5%",3.46,1.48,1.43
"LTA South 2025 Split 3","2025-07-27","FURIA",2,2,0,32.6,31,13,2.38,0.68,1.14,"9.4%",56.5,43.5,1418,"50%","100%","100%",3,"100%","50%","0%","25%",,"50%","100%","51.0%","53.5%",3.12,1.16,1.78
"LTA South 2025 Split 3","2025-07-27","Isurus",3,1,2,29.9,37,54,0.69,1.01,-1.17,"-6.9%",37.2,-3.9,-951,"33%","0%","33%",3.3,"100%","44%","33%","46%",,"33%","100%","49.3%","53.3%",3.42,1.18,1.42
"LTA South 2025 Split 3","2025-07-27","Leviatan",2,0,2,36.3,13,37,0.35,0.69,-1.91,"-13.6%",37,-37,-345,"50%","0%","0%",1.5,"50%","67%","50%","20%",,"0%","0%","48.0%","43.4%",3.45,1.24,1.59
"LTA South 2025 Split 3","2025-07-27","LOUD",3,1,2,30.8,47,62,0.76,1.18,-0.53,"-7.1%",42.8,-9.5,-545,"33%","100%","67%",3.7,"67%","44%","33%","58%",,"33%","33%","48.0%","48.9%",3.19,1.44,1.38
"LTA South 2025 Split 3","2025-07-27","paiN Gaming",2,2,0,36.3,37,13,2.85,0.69,1.91,"13.6%",63,37,345,"50%","100%","100%",1,"50%","33%","50%","80%",,"100%","100%","52.0%","56.6%",3.78,1.42,2.05
"LTA South 2025 Split 3","2025-07-27","RED Canids",3,2,1,29.9,54,37,1.46,1.01,1.17,"6.9%",62.8,3.9,951,"67%","100%","67%",4.7,"0%","56%","67%","54%",,"0%","0%","50.7%","46.7%",3.54,1.28,1.54
"LTA South 2025 Split 3","2025-07-27","Vivo Keyd Stars",3,2,1,30.8,62,47,1.32,1.18,0.53,"7.1%",57.2,9.5,545,"67%","0%","33%",2,"33%","56%","67%","42%",,"67%","67%","52.0%","51.1%",3.02,1.12,1.61
"LTA South 2025 Split 3","2025-08-02","Fluxo W7M",5,1,4,29.9,44,70,0.63,0.76,-0.3,"-3.6%",52.9,-32.9,38,"40%","20%","20%",4.2,"60%","67%","60%","65%",,"20%","20%","49.0%","48.5%",3.34,1.44,1.48
"LTA South 2025 Split 3","2025-08-02","FURIA",5,3,2,31.8,59,52,1.13,0.7,0.83,"2.6%",62.7,-2.7,1245,"60%","80%","80%",4.2,"80%","60%","20%","36%",,"60%","80%","49.9%","52.6%",3.22,1.21,1.63
"LTA South 2025 Split 3","2025-08-02","Isurus",6,3,3,29.1,76,85,0.89,0.92,-0.77,"-3.5%",39.1,10.9,-980,"50%","33%","50%",3.2,"50%","33%","50%","44%",,"50%","75%","50.2%","51.7%",3.36,1.28,1.45
"LTA South 2025 Split 3","2025-08-02","Leviatan",2,0,2,36.3,13,37,0.35,0.69,-1.91,"-13.6%",37,-37,-345,"50%","0%","0%",1.5,"50%","67%","50%","20%",,"0%","0%","48.0%","43.4%",3.45,1.24,1.59
"LTA South 2025 Split 3","2025-08-02","LOUD",3,1,2,30.8,47,62,0.76,1.18,-0.53,"-7.1%",42.8,-9.5,-545,"33%","100%","67%",3.7,"67%","44%","33%","58%",,"33%","33%","48.0%","48.9%",3.19,1.44,1.38
"LTA South 2025 Split 3","2025-08-02","paiN Gaming",5,4,1,33.3,76,41,1.85,0.7,0.48,"6.6%",45.1,34.9,-540,"40%","60%","60%",2.6,"40%","33%","60%","67%",,"60%","60%","51.3%","51.4%",3.78,1.35,1.6
"LTA South 2025 Split 3","2025-08-02","RED Canids",3,2,1,29.9,54,37,1.46,1.01,1.17,"6.9%",62.8,3.9,951,"67%","100%","67%",4.7,"0%","56%","67%","54%",,"0%","0%","50.7%","46.7%",3.54,1.28,1.54
"LTA South 2025 Split 3","2025-08-02","Vivo Keyd Stars",3,2,1,30.8,62,47,1.32,1.18,0.53,"7.1%",57.2,9.5,545,"67%","0%","33%",2,"33%","56%","67%","42%",,"67%","67%","52.0%","51.1%",3.02,1.12,1.61
"LTA South 2025 Split 3","2025-08-03","Fluxo W7M",5,1,4,29.9,44,70,0.63,0.76,-0.3,"-3.6%",52.9,-32.9,38,"40%","20%","20%",4.2,"60%","67%","60%","65%",,"20%","20%","49.0%","48.5%",3.34,1.44,1.48
"LTA South 2025 Split 3","2025-08-03","FURIA",5,3,2,31.8,59,52,1.13,0.7,0.83,"2.6%",62.7,-2.7,1245,"60%","80%","80%",4.2,"80%","60%","20%","36%",,"60%","80%","49.9%","52.6%",3.22,1.21,1.63
"LTA South 2025 Split 3","2025-08-03","Isurus",6,3,3,29.1,76,85,0.89,0.92,-0.77,"-3.5%",39.1,10.9,-980,"50%","33%","50%",3.2,"50%","33%","50%","44%",,"50%","75%","50.2%","51.7%",3.36,1.28,1.45
"LTA South 2025 Split 3","2025-08-03","Leviatan",4,0,4,35.3,43,74,0.58,0.83,-0.97,"-7.7%",52.2,-52.2,303,"50%","25%","25%",2.5,"50%","58%","50%","16%",,"0%","0%","48.6%","43.7%",3.44,1.25,1.41
"LTA South 2025 Split 3","2025-08-03","LOUD",6,2,4,30.3,67,106,0.63,0.95,-0.64,"-6.4%",46.8,-13.5,-789,"33%","67%","50%",3.3,"50%","44%","67%","64%",,"33%","33%","48.8%","49.4%",3.25,1.34,1.48
"LTA South 2025 Split 3","2025-08-03","paiN Gaming",5,4,1,33.3,76,41,1.85,0.7,0.48,"6.6%",45.1,34.9,-540,"40%","60%","60%",2.6,"40%","33%","60%","67%",,"60%","60%","51.3%","51.4%",3.78,1.35,1.6
"LTA South 2025 Split 3","2025-08-03","RED Canids",6,4,2,29.9,98,57,1.72,0.87,0.96,"6.3%",56,10.7,992,"67%","83%","67%",4.2,"33%","56%","33%","42%",,"33%","50%","50.5%","48.4%",3.66,1.43,1.57
"LTA South 2025 Split 3","2025-08-03","Vivo Keyd Stars",5,4,1,32.2,99,77,1.29,1.09,0.29,"5.0%",47.3,32.7,-53,"60%","20%","40%",3.2,"40%","53%","60%","62%",,"80%","83%","51.5%","53.1%",3.21,1.16,1.65
"LTA South 2025 Split 3","2025-08-09","Fluxo W7M",5,1,4,29.9,44,70,0.63,0.76,-0.3,"-3.6%",52.9,-32.9,38,"40%","20%","20%",4.2,"60%","67%","60%","65%",,"20%","20%","49.0%","48.5%",3.34,1.44,1.48
"LTA South 2025 Split 3","2025-08-09","FURIA",8,5,3,31,107,83,1.29,0.77,0.88,"1.8%",67.2,-4.7,1460,"50%","88%","75%",4.1,"75%","71%","50%","50%",,"63%","75%","50.7%","52.8%",3.18,1.23,1.52
"LTA South 2025 Split 3","2025-08-09","Isurus",8,3,5,29.1,89,114,0.78,0.87,-1.02,"-4.8%",38,-0.5,-1025,"50%","38%","50%",3.3,"50%","38%","38%","41%",,"38%","60%","49.9%","50.1%",3.36,1.29,1.5
"LTA South 2025 Split 3","2025-08-09","Leviatan",4,0,4,35.3,43,74,0.58,0.83,-0.97,"-7.7%",52.2,-52.2,303,"50%","25%","25%",2.5,"50%","58%","50%","16%",,"0%","0%","48.6%","43.7%",3.44,1.25,1.41
"LTA South 2025 Split 3","2025-08-09","LOUD",8,4,4,30,96,119,0.81,0.89,-0.05,"-2.7%",51.4,-1.4,-302,"38%","63%","50%",3.8,"50%","46%","75%","65%",,"38%","43%","49.3%","50.8%",3.31,1.35,1.5
"LTA South 2025 Split 3","2025-08-09","paiN Gaming",5,4,1,33.3,76,41,1.85,0.7,0.48,"6.6%",45.1,34.9,-540,"40%","60%","60%",2.6,"40%","33%","60%","67%",,"60%","60%","51.3%","51.4%",3.78,1.35,1.6
"LTA South 2025 Split 3","2025-08-09","RED Canids",6,4,2,29.9,98,57,1.72,0.87,0.96,"6.3%",56,10.7,992,"67%","83%","67%",4.2,"33%","56%","33%","42%",,"33%","50%","50.5%","48.4%",3.66,1.43,1.57
"LTA South 2025 Split 3","2025-08-09","Vivo Keyd Stars",8,5,3,31.3,130,125,1.04,1.02,-0.16,"3.0%",39.1,23.4,-716,"63%","13%","38%",2.8,"38%","38%","38%","48%",,"63%","67%","50.2%","50.7%",3.07,1.1,1.51
"LTA South 2025 Split 3","2025-08-10","Fluxo W7M",7,1,6,30.7,58,115,0.5,0.8,-0.83,"-6.5%",51.7,-37.5,-282,"43%","29%","14%",3.3,"71%","67%","57%","55%",,"14%","13%","48.7%","47.3%",3.33,1.46,1.48
"LTA South 2025 Split 3","2025-08-10","FURIA",8,5,3,31,107,83,1.29,0.77,0.88,"1.8%",67.2,-4.7,1460,"50%","88%","75%",4.1,"75%","71%","50%","50%",,"63%","75%","50.7%","52.8%",3.18,1.23,1.52
"LTA South 2025 Split 3","2025-08-10","Isurus",8,3,5,29.1,89,114,0.78,0.87,-1.02,"-4.8%",38,-0.5,-1025,"50%","38%","50%",3.3,"50%","38%","38%","41%",,"38%","60%","49.9%","50.1%",3.36,1.29,1.5
"LTA South 2025 Split 3","2025-08-10","Leviatan",6,2,4,34.4,88,88,1,0.85,0,"-0.5%",51.8,-18.5,563,"50%","33%","50%",3.3,"33%","50%","50%","32%",,"33%","38%","49.7%","47.6%",3.49,1.31,1.42
"LTA South 2025 Split 3","2025-08-10","LOUD",8,4,4,30,96,119,0.81,0.89,-0.05,"-2.7%",51.4,-1.4,-302,"38%","63%","50%",3.8,"50%","46%","75%","65%",,"38%","43%","49.3%","50.8%",3.31,1.35,1.5
"LTA South 2025 Split 3","2025-08-10","paiN Gaming",7,4,3,33.9,92,92,1,0.78,-0.39,"1.8%",36.8,20.3,-928,"29%","71%","43%",2,"43%","43%","43%","52%",,"43%","50%","51.1%","49.6%",3.83,1.37,1.6
"LTA South 2025 Split 3","2025-08-10","RED Canids",8,6,2,31.2,149,73,2.04,0.89,1.38,"7.3%",63,12,1219,"75%","63%","75%",3.5,"38%","50%","50%","54%",,"50%","57%","50.2%","50.0%",3.69,1.44,1.7
"LTA South 2025 Split 3","2025-08-10","Vivo Keyd Stars",8,5,3,31.3,130,125,1.04,1.02,-0.16,"3.0%",39.1,23.4,-716,"63%","13%","38%",2.8,"38%","38%","38%","48%",,"63%","67%","50.2%","50.7%",3.07,1.1,1.51
"LTA South 2025 Split 3","2025-08-16","Fluxo W7M",7,1,6,30.7,58,115,0.5,0.8,-0.83,"-6.5%",51.7,-37.5,-282,"43%","29%","14%",3.3,"71%","67%","57%","55%",,"14%","13%","48.7%","47.3%",3.33,1.46,1.48
"LTA South 2025 Split 3","2025-08-16","FURIA",11,5,6,31.1,125,127,0.98,0.74,0.14,"-2.0%",56.2,-10.7,558,"36%","64%","64%",3.5,"73%","76%","45%","50%",,"45%","60%","50.1%","51.3%",3.21,1.24,1.42
"LTA South 2025 Split 3","2025-08-16","Isurus",8,3,5,29.1,89,114,0.78,0.87,-1.02,"-4.8%",38,-0.5,-1025,"50%","38%","50%",3.3,"50%","38%","38%","41%",,"38%","60%","49.9%","50.1%",3.36,1.29,1.5
"LTA South 2025 Split 3","2025-08-16","Leviatan",6,2,4,34.4,88,88,1,0.85,0,"-0.5%",51.8,-18.5,563,"50%","33%","50%",3.3,"33%","50%","50%","32%",,"33%","38%","49.7%","47.6%",3.49,1.31,1.42
"LTA South 2025 Split 3","2025-08-16","LOUD",8,4,4,30,96,119,0.81,0.89,-0.05,"-2.7%",51.4,-1.4,-302,"38%","63%","50%",3.8,"50%","46%","75%","65%",,"38%","43%","49.3%","50.8%",3.31,1.35,1.5
"LTA South 2025 Split 3","2025-08-16","paiN Gaming",7,4,3,33.9,92,92,1,0.78,-0.39,"1.8%",36.8,20.3,-928,"29%","71%","43%",2,"43%","43%","43%","52%",,"43%","50%","51.1%","49.6%",3.83,1.37,1.6
"LTA South 2025 Split 3","2025-08-16","RED Canids",8,6,2,31.2,149,73,2.04,0.89,1.38,"7.3%",63,12,1219,"75%","63%","75%",3.5,"38%","50%","50%","54%",,"50%","57%","50.2%","50.0%",3.69,1.44,1.7
"LTA South 2025 Split 3","2025-08-16","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-17","Fluxo W7M",7,1,6,30.7,58,115,0.5,0.8,-0.83,"-6.5%",51.7,-37.5,-282,"43%","29%","14%",3.3,"71%","67%","57%","55%",,"14%","13%","48.7%","47.3%",3.33,1.46,1.48
"LTA South 2025 Split 3","2025-08-17","FURIA",11,5,6,31.1,125,127,0.98,0.74,0.14,"-2.0%",56.2,-10.7,558,"36%","64%","64%",3.5,"73%","76%","45%","50%",,"45%","60%","50.1%","51.3%",3.21,1.24,1.42
"LTA South 2025 Split 3","2025-08-17","Isurus",8,3,5,29.1,89,114,0.78,0.87,-1.02,"-4.8%",38,-0.5,-1025,"50%","38%","50%",3.3,"50%","38%","38%","41%",,"38%","60%","49.9%","50.1%",3.36,1.29,1.5
"LTA South 2025 Split 3","2025-08-17","Leviatan",6,2,4,34.4,88,88,1,0.85,0,"-0.5%",51.8,-18.5,563,"50%","33%","50%",3.3,"33%","50%","50%","32%",,"33%","38%","49.7%","47.6%",3.49,1.31,1.42
"LTA South 2025 Split 3","2025-08-17","LOUD",8,4,4,30,96,119,0.81,0.89,-0.05,"-2.7%",51.4,-1.4,-302,"38%","63%","50%",3.8,"50%","46%","75%","65%",,"38%","43%","49.3%","50.8%",3.31,1.35,1.5
"LTA South 2025 Split 3","2025-08-17","paiN Gaming",11,7,4,32.8,165,136,1.21,0.83,-0.22,"2.4%",38,25.6,-979,"36%","73%","45%",2.5,"36%","36%","27%","53%","100%","45%","58%","50.8%","50.2%",3.82,1.33,1.56
"LTA South 2025 Split 3","2025-08-17","RED Canids",12,7,5,31.1,193,146,1.32,0.91,0.89,"3.7%",62,-3.6,1168,"67%","50%","67%",3.8,"50%","58%","67%","51%","0%","42%","45%","50.0%","49.6%",3.69,1.43,1.67
"LTA South 2025 Split 3","2025-08-17","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-23","Fluxo W7M",10,1,9,30,82,180,0.46,0.87,-1.31,"-10.1%",40.8,-30.8,-1029,"40%","20%","10%",3.2,"60%","53%","60%","45%",,"10%","10%","48.5%","46.2%",3.29,1.44,1.43
"LTA South 2025 Split 3","2025-08-23","FURIA",11,5,6,31.1,125,127,0.98,0.74,0.14,"-2.0%",56.2,-10.7,558,"36%","64%","64%",3.5,"73%","76%","45%","50%",,"45%","60%","50.1%","51.3%",3.21,1.24,1.42
"LTA South 2025 Split 3","2025-08-23","Isurus",8,3,5,29.1,89,114,0.78,0.87,-1.02,"-4.8%",38,-0.5,-1025,"50%","38%","50%",3.3,"50%","38%","38%","41%",,"38%","60%","49.9%","50.1%",3.36,1.29,1.5
"LTA South 2025 Split 3","2025-08-23","Leviatan",6,2,4,34.4,88,88,1,0.85,0,"-0.5%",51.8,-18.5,563,"50%","33%","50%",3.3,"33%","50%","50%","32%",,"33%","38%","49.7%","47.6%",3.49,1.31,1.42
"LTA South 2025 Split 3","2025-08-23","LOUD",11,7,4,29.6,161,143,1.13,0.93,0.62,"3.1%",60.5,3.1,536,"45%","73%","64%",4.8,"55%","55%","64%","68%",,"45%","56%","50.1%","52.3%",3.39,1.37,1.5
"LTA South 2025 Split 3","2025-08-23","paiN Gaming",11,7,4,32.8,165,136,1.21,0.83,-0.22,"2.4%",38,25.6,-979,"36%","73%","45%",2.5,"36%","36%","27%","53%","100%","45%","58%","50.8%","50.2%",3.82,1.33,1.56
"LTA South 2025 Split 3","2025-08-23","RED Canids",12,7,5,31.1,193,146,1.32,0.91,0.89,"3.7%",62,-3.6,1168,"67%","50%","67%",3.8,"50%","58%","67%","51%","0%","42%","45%","50.0%","49.6%",3.69,1.43,1.67
"LTA South 2025 Split 3","2025-08-23","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-24","Fluxo W7M",10,1,9,30,82,180,0.46,0.87,-1.31,"-10.1%",40.8,-30.8,-1029,"40%","20%","10%",3.2,"60%","53%","60%","45%",,"10%","10%","48.5%","46.2%",3.29,1.44,1.43
"LTA South 2025 Split 3","2025-08-24","FURIA",11,5,6,31.1,125,127,0.98,0.74,0.14,"-2.0%",56.2,-10.7,558,"36%","64%","64%",3.5,"73%","76%","45%","50%",,"45%","60%","50.1%","51.3%",3.21,1.24,1.42
"LTA South 2025 Split 3","2025-08-24","Isurus",13,5,8,32.3,140,178,0.79,0.76,-0.69,"-4.3%",39.7,-1.3,-695,"46%","38%","46%",3.4,"54%","38%","38%","46%",,"38%","50%","50.2%","50.3%",3.39,1.24,1.56
"LTA South 2025 Split 3","2025-08-24","Leviatan",11,5,6,35.8,152,139,1.09,0.74,0.13,"1.3%",54.4,-9,383,"55%","45%","55%",3.5,"36%","55%","55%","40%",,"45%","47%","49.6%","48.4%",3.48,1.3,1.53
"LTA South 2025 Split 3","2025-08-24","LOUD",11,7,4,29.6,161,143,1.13,0.93,0.62,"3.1%",60.5,3.1,536,"45%","73%","64%",4.8,"55%","55%","64%","68%",,"45%","56%","50.1%","52.3%",3.39,1.37,1.5
"LTA South 2025 Split 3","2025-08-24","paiN Gaming",11,7,4,32.8,165,136,1.21,0.83,-0.22,"2.4%",38,25.6,-979,"36%","73%","45%",2.5,"36%","36%","27%","53%","100%","45%","58%","50.8%","50.2%",3.82,1.33,1.56
"LTA South 2025 Split 3","2025-08-24","RED Canids",12,7,5,31.1,193,146,1.32,0.91,0.89,"3.7%",62,-3.6,1168,"67%","50%","67%",3.8,"50%","58%","67%","51%","0%","42%","45%","50.0%","49.6%",3.69,1.43,1.67
"LTA South 2025 Split 3","2025-08-24","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-29","Fluxo W7M",10,1,9,30,82,180,0.46,0.87,-1.31,"-10.1%",40.8,-30.8,-1029,"40%","20%","10%",3.2,"60%","53%","60%","45%",,"10%","10%","48.5%","46.2%",3.29,1.44,1.43
"LTA South 2025 Split 3","2025-08-29","FURIA",11,5,6,31.1,125,127,0.98,0.74,0.14,"-2.0%",56.2,-10.7,558,"36%","64%","64%",3.5,"73%","76%","45%","50%",,"45%","60%","50.1%","51.3%",3.21,1.24,1.42
"LTA South 2025 Split 3","2025-08-29","Isurus",13,5,8,32.3,140,178,0.79,0.76,-0.69,"-4.3%",39.7,-1.3,-695,"46%","38%","46%",3.4,"54%","38%","38%","46%",,"38%","50%","50.2%","50.3%",3.39,1.24,1.56
"LTA South 2025 Split 3","2025-08-29","Leviatan",15,6,9,34.7,186,193,0.96,0.73,-0.12,"-0.2%",51.5,-8.6,134,"53%","40%","47%",3.5,"33%","56%","40%","36%",,"40%","44%","49.7%","47.5%",3.51,1.3,1.49
"LTA South 2025 Split 3","2025-08-29","LOUD",11,7,4,29.6,161,143,1.13,0.93,0.62,"3.1%",60.5,3.1,536,"45%","73%","64%",4.8,"55%","55%","64%","68%",,"45%","56%","50.1%","52.3%",3.39,1.37,1.5
"LTA South 2025 Split 3","2025-08-29","paiN Gaming",11,7,4,32.8,165,136,1.21,0.83,-0.22,"2.4%",38,25.6,-979,"36%","73%","45%",2.5,"36%","36%","27%","53%","100%","45%","58%","50.8%","50.2%",3.82,1.33,1.56
"LTA South 2025 Split 3","2025-08-29","RED Canids",16,10,6,31.3,247,180,1.37,0.85,0.9,"3.8%",61.4,-1.4,1090,"63%","56%","69%",3.9,"56%","54%","75%","57%","0%","44%","50%","50.1%","51.0%",3.67,1.41,1.71
"LTA South 2025 Split 3","2025-08-29","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-30","Fluxo W7M",10,1,9,30,82,180,0.46,0.87,-1.31,"-10.1%",40.8,-30.8,-1029,"40%","20%","10%",3.2,"60%","53%","60%","45%",,"10%","10%","48.5%","46.2%",3.29,1.44,1.43
"LTA South 2025 Split 3","2025-08-30","FURIA",14,5,9,32.4,173,171,1.01,0.76,0.02,"-1.9%",50.6,-14.9,200,"43%","57%","64%",3.5,"71%","69%","36%","45%","100%","36%","50%","50.0%","50.6%",3.15,1.23,1.48
"LTA South 2025 Split 3","2025-08-30","Isurus",13,5,8,32.3,140,178,0.79,0.76,-0.69,"-4.3%",39.7,-1.3,-695,"46%","38%","46%",3.4,"54%","38%","38%","46%",,"38%","50%","50.2%","50.3%",3.39,1.24,1.56
"LTA South 2025 Split 3","2025-08-30","Leviatan",15,6,9,34.7,186,193,0.96,0.73,-0.12,"-0.2%",51.5,-8.6,134,"53%","40%","47%",3.5,"33%","56%","40%","36%",,"40%","44%","49.7%","47.5%",3.51,1.3,1.49
"LTA South 2025 Split 3","2025-08-30","LOUD",14,10,4,31.2,205,191,1.07,0.91,0.55,"2.7%",62.5,8.9,659,"43%","71%","57%",5,"50%","55%","71%","68%","0%","57%","62%","50.1%","52.3%",3.4,1.37,1.47
"LTA South 2025 Split 3","2025-08-30","paiN Gaming",11,7,4,32.8,165,136,1.21,0.83,-0.22,"2.4%",38,25.6,-979,"36%","73%","45%",2.5,"36%","36%","27%","53%","100%","45%","58%","50.8%","50.2%",3.82,1.33,1.56
"LTA South 2025 Split 3","2025-08-30","RED Canids",16,10,6,31.3,247,180,1.37,0.85,0.9,"3.8%",61.4,-1.4,1090,"63%","56%","69%",3.9,"56%","54%","75%","57%","0%","44%","50%","50.1%","51.0%",3.67,1.41,1.71
"LTA South 2025 Split 3","2025-08-30","Vivo Keyd Stars",11,8,3,31.3,174,143,1.22,0.92,0.38,"5.4%",48.4,24.4,-16,"73%","36%","45%",2.8,"36%","30%","45%","49%",,"64%","73%","50.6%","51.3%",3.01,1.09,1.53
"LTA South 2025 Split 3","2025-08-31","Fluxo W7M",10,1,9,30,82,180,0.46,0.87,-1.31,"-10.1%",40.8,-30.8,-1029,"40%","20%","10%",3.2,"60%","53%","60%","45%",,"10%","10%","48.5%","46.2%",3.29,1.44,1.43
"LTA South 2025 Split 3","2025-08-31","FURIA",14,5,9,32.4,173,171,1.01,0.76,0.02,"-1.9%",50.6,-14.9,200,"43%","57%","64%",3.5,"71%","69%","36%","45%","100%","36%","50%","50.0%","50.6%",3.15,1.23,1.48
"LTA South 2025 Split 3","2025-08-31","Isurus",13,5,8,32.3,140,178,0.79,0.76,-0.69,"-4.3%",39.7,-1.3,-695,"46%","38%","46%",3.4,"54%","38%","38%","46%",,"38%","50%","50.2%","50.3%",3.39,1.24,1.56
