"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LTA North 2025 Split 2 Playoffs","2025-05-31","FlyQuest",3,3,0,43.1,65,43,1.51,0.84,0.25,"8.1%",43,57,-744,"67%","33%","67%",3,"33%","44%","67%","59%","100%","33%","50%","50.6%","51.0%",3.59,1.09,1.44
"LTA North 2025 Split 2 Playoffs","2025-05-31","Shopify Rebellion",3,0,3,43.1,43,65,0.66,0.84,-0.25,"-8.1%",57,-57,744,"33%","67%","33%",4,"67%","56%","33%","41%","0%","33%","50%","49.4%","49.0%",3.2,1.11,1.36
"LTA North 2025 Split 2 Playoffs","2025-05-31","Team Liquid",7,3,4,31.8,61,76,0.8,0.62,0.08,"1.8%",49,-6.1,-293,"71%","86%","86%",1.7,"57%","67%","71%","47%","0%","29%","38%","49.4%","50.1%",3.36,1.28,1.43
"LTA North 2025 Split 2 Playoffs","2025-06-01","100 Thieves",3,0,3,36.9,39,69,0.57,0.98,-0.8,"-5.3%",40.7,-40.7,-730,"33%","0%","33%",2.3,"0%","0%","33%","29%","0%","33%","60%","51.2%","47.9%",3.06,1.11,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-01","Cloud9",3,3,0,31.5,53,17,3.12,0.74,1.21,"9.9%",54.2,45.8,1349,"67%","33%","33%",1.7,"100%","22%","0%","57%",,"100%","100%","50.8%","50.6%",2.98,1.05,1.53
"LTA North 2025 Split 2 Playoffs","2025-06-01","Dignitas",4,1,3,32.1,23,44,0.52,0.52,-1.04,"-10.6%",48.6,-23.6,-500,"0%","0%","0%",2,"0%","42%","50%","50%","100%","25%","25%","50.5%","49.3%",2.97,0.98,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-01","FlyQuest",3,3,0,43.1,65,43,1.51,0.84,0.25,"8.1%",43,57,-744,"67%","33%","67%",3,"33%","44%","67%","59%","100%","33%","50%","50.6%","51.0%",3.59,1.09,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-01","Shopify Rebellion",6,3,3,40,112,104,1.08,0.9,0.24,"-1.4%",58.1,-8.1,737,"50%","83%","50%",4.3,"83%","78%","50%","55%","33%","50%","45%","49.1%","50.5%",3.22,1.12,1.43
"LTA North 2025 Split 2 Playoffs","2025-06-01","Team Liquid",7,3,4,31.8,61,76,0.8,0.62,0.08,"1.8%",49,-6.1,-293,"71%","86%","86%",1.7,"57%","67%","71%","47%","0%","29%","38%","49.4%","50.1%",3.36,1.28,1.43
"LTA North 2025 Split 2 Playoffs","2025-06-07","100 Thieves",3,0,3,36.9,39,69,0.57,0.98,-0.8,"-5.3%",40.7,-40.7,-730,"33%","0%","33%",2.3,"0%","0%","33%","29%","0%","33%","60%","51.2%","47.9%",3.06,1.11,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-07","Cloud9",8,5,3,32.6,118,76,1.55,0.74,0.29,"6.0%",49.8,12.7,296,"50%","38%","38%",2.1,"63%","13%","38%","50%",,"75%","70%","50.7%","49.4%",2.99,1.06,1.49
"LTA North 2025 Split 2 Playoffs","2025-06-07","Dignitas",4,1,3,32.1,23,44,0.52,0.52,-1.04,"-10.6%",48.6,-23.6,-500,"0%","0%","0%",2,"0%","42%","50%","50%","100%","25%","25%","50.5%","49.3%",2.97,0.98,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-07","FlyQuest",8,6,2,37,124,108,1.15,0.78,0.24,"0.7%",49.1,25.9,-69,"63%","50%","63%",4.6,"50%","75%","50%","56%","100%","38%","50%","49.8%","51.3%",3.5,1.09,1.27
"LTA North 2025 Split 2 Playoffs","2025-06-07","Shopify Rebellion",6,3,3,40,112,104,1.08,0.9,0.24,"-1.4%",58.1,-8.1,737,"50%","83%","50%",4.3,"83%","78%","50%","55%","33%","50%","45%","49.1%","50.5%",3.22,1.12,1.43
"LTA North 2025 Split 2 Playoffs","2025-06-07","Team Liquid",7,3,4,31.8,61,76,0.8,0.62,0.08,"1.8%",49,-6.1,-293,"71%","86%","86%",1.7,"57%","67%","71%","47%","0%","29%","38%","49.4%","50.1%",3.36,1.28,1.43
"LTA North 2025 Split 2 Playoffs","2025-06-08","100 Thieves",3,0,3,36.9,39,69,0.57,0.98,-0.8,"-5.3%",40.7,-40.7,-730,"33%","0%","33%",2.3,"0%","0%","33%","29%","0%","33%","60%","51.2%","47.9%",3.06,1.11,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-08","Cloud9",8,5,3,32.6,118,76,1.55,0.74,0.29,"6.0%",49.8,12.7,296,"50%","38%","38%",2.1,"63%","13%","38%","50%",,"75%","70%","50.7%","49.4%",2.99,1.06,1.49
"LTA North 2025 Split 2 Playoffs","2025-06-08","Dignitas",4,1,3,32.1,23,44,0.52,0.52,-1.04,"-10.6%",48.6,-23.6,-500,"0%","0%","0%",2,"0%","42%","50%","50%","100%","25%","25%","50.5%","49.3%",2.97,0.98,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-08","FlyQuest",8,6,2,37,124,108,1.15,0.78,0.24,"0.7%",49.1,25.9,-69,"63%","50%","63%",4.6,"50%","75%","50%","56%","100%","38%","50%","49.8%","51.3%",3.5,1.09,1.27
"LTA North 2025 Split 2 Playoffs","2025-06-08","Shopify Rebellion",10,6,4,39.4,156,151,1.03,0.78,0.03,"-3.3%",49.9,10.1,114,"50%","70%","50%",4.2,"60%","67%","50%","58%","50%","40%","50%","49.8%","50.8%",3.25,1.13,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-08","Team Liquid",11,4,7,34.2,108,120,0.9,0.61,0.17,"3.4%",53.9,-17.5,112,"64%","73%","73%",2,"64%","61%","64%","43%","0%","45%","40%","49.3%","49.6%",3.35,1.25,1.41
"LTA North 2025 Split 2 Playoffs","2025-06-14","100 Thieves",3,0,3,36.9,39,69,0.57,0.98,-0.8,"-5.3%",40.7,-40.7,-730,"33%","0%","33%",2.3,"0%","0%","33%","29%","0%","33%","60%","51.2%","47.9%",3.06,1.11,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-14","Cloud9",11,8,3,31.9,187,98,1.91,0.81,0.61,"10.2%",56.3,16.4,585,"55%","45%","45%",2.5,"64%","27%","36%","58%",,"82%","77%","51.1%","51.8%",3.03,1.1,1.38
"LTA North 2025 Split 2 Playoffs","2025-06-14","Dignitas",4,1,3,32.1,23,44,0.52,0.52,-1.04,"-10.6%",48.6,-23.6,-500,"0%","0%","0%",2,"0%","42%","50%","50%","100%","25%","25%","50.5%","49.3%",2.97,0.98,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-14","FlyQuest",8,6,2,37,124,108,1.15,0.78,0.24,"0.7%",49.1,25.9,-69,"63%","50%","63%",4.6,"50%","75%","50%","56%","100%","38%","50%","49.8%","51.3%",3.5,1.09,1.27
"LTA North 2025 Split 2 Playoffs","2025-06-14","Shopify Rebellion",13,6,7,37.2,177,220,0.8,0.82,-0.26,"-7.4%",44.4,1.7,-225,"46%","62%","46%",3.9,"54%","59%","54%","50%","50%","31%","43%","49.4%","48.7%",3.15,1.07,1.36
"LTA North 2025 Split 2 Playoffs","2025-06-14","Team Liquid",11,4,7,34.2,108,120,0.9,0.61,0.17,"3.4%",53.9,-17.5,112,"64%","73%","73%",2,"64%","61%","64%","43%","0%","45%","40%","49.3%","49.6%",3.35,1.25,1.41
"LTA North 2025 Split 2 Playoffs","2025-06-15","100 Thieves",3,0,3,36.9,39,69,0.57,0.98,-0.8,"-5.3%",40.7,-40.7,-730,"33%","0%","33%",2.3,"0%","0%","33%","29%","0%","33%","60%","51.2%","47.9%",3.06,1.11,1.44
"LTA North 2025 Split 2 Playoffs","2025-06-15","Cloud9",16,10,6,33.2,288,170,1.69,0.86,0.5,"6.8%",59,3.5,715,"50%","38%","38%",3.1,"56%","31%","38%","57%",,"81%","67%","51.0%","51.3%",3.12,1.15,1.45
"LTA North 2025 Split 2 Playoffs","2025-06-15","Dignitas",4,1,3,32.1,23,44,0.52,0.52,-1.04,"-10.6%",48.6,-23.6,-500,"0%","0%","0%",2,"0%","42%","50%","50%","100%","25%","25%","50.5%","49.3%",2.97,0.98,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-15","FlyQuest",13,9,4,36.6,196,209,0.94,0.85,0.04,"0.6%",43.7,25.5,-427,"62%","62%","69%",4.8,"54%","69%","54%","51%","100%","31%","50%","49.6%","50.8%",3.54,1.09,1.3
"LTA North 2025 Split 2 Playoffs","2025-06-15","Shopify Rebellion",13,6,7,37.2,177,220,0.8,0.82,-0.26,"-7.4%",44.4,1.7,-225,"46%","62%","46%",3.9,"54%","59%","54%","50%","50%","31%","43%","49.4%","48.7%",3.15,1.07,1.36
"LTA North 2025 Split 2 Playoffs","2025-06-15","Team Liquid",11,4,7,34.2,108,120,0.9,0.61,0.17,"3.4%",53.9,-17.5,112,"64%","73%","73%",2,"64%","61%","64%","43%","0%","45%","40%","49.3%","49.6%",3.35,1.25,1.41
"LTA North 2025 Split 3","2025-07-26","Cloud9",2,2,0,29.2,51,11,4.64,1.06,2.71,"18.2%",77.9,22.1,1552,"50%","100%","100%",2.5,"100%","0%","100%","89%",,"100%","100%","52.4%","57.7%",3.45,1.22,1.46
"LTA North 2025 Split 3","2025-07-26","Disguised",2,0,2,29.4,12,40,0.3,0.89,-2.11,"-19.1%",22.3,-22.3,-1318,"50%","0%","0%",2.5,"0%","50%","0%","13%",,"0%","0%","47.8%","41.9%",3.14,1.13,1.31
"LTA North 2025 Split 3","2025-07-26","FlyQuest",2,2,0,29.4,40,12,3.33,0.89,2.11,"19.1%",77.7,22.3,1318,"50%","100%","100%",4,"100%","50%","100%","88%",,"100%","100%","52.2%","58.1%",3.38,0.99,1.24
"LTA North 2025 Split 3","2025-07-26","LYON",2,0,2,29.2,11,51,0.22,1.06,-2.71,"-18.2%",22.1,-22.1,-1552,"50%","0%","0%",1.5,"0%","100%","0%","11%",,"0%","0%","47.6%","42.3%",2.92,1.06,1.22
"LTA North 2025 Split 3","2025-07-27","100 Thieves",2,0,2,33.1,19,42,0.45,0.92,-1.32,"-12.2%",39.4,-39.4,-660,"100%","50%","0%",2.5,"50%","50%","0%","50%",,"0%","0%","49.2%","48.1%",3.16,1.26,1.48
"LTA North 2025 Split 3","2025-07-27","Cloud9",2,2,0,29.2,51,11,4.64,1.06,2.71,"18.2%",77.9,22.1,1552,"50%","100%","100%",2.5,"100%","0%","100%","89%",,"100%","100%","52.4%","57.7%",3.45,1.22,1.46
"LTA North 2025 Split 3","2025-07-27","Dignitas",2,0,2,31.1,25,38,0.66,1.01,-0.26,"-4.5%",54.3,-54.3,276,"0%","50%","100%",4,"50%","50%","100%","50%",,"0%","0%","48.7%","50.7%",3.12,0.99,1.4
"LTA North 2025 Split 3","2025-07-27","Disguised",2,0,2,29.4,12,40,0.3,0.89,-2.11,"-19.1%",22.3,-22.3,-1318,"50%","0%","0%",2.5,"0%","50%","0%","13%",,"0%","0%","47.8%","41.9%",3.14,1.13,1.31
"LTA North 2025 Split 3","2025-07-27","FlyQuest",2,2,0,29.4,40,12,3.33,0.89,2.11,"19.1%",77.7,22.3,1318,"50%","100%","100%",4,"100%","50%","100%","88%",,"100%","100%","52.2%","58.1%",3.38,0.99,1.24
"LTA North 2025 Split 3","2025-07-27","LYON",2,0,2,29.2,11,51,0.22,1.06,-2.71,"-18.2%",22.1,-22.1,-1552,"50%","0%","0%",1.5,"0%","100%","0%","11%",,"0%","0%","47.6%","42.3%",2.92,1.06,1.22
"LTA North 2025 Split 3","2025-07-27","Shopify Rebellion",2,2,0,31.1,38,26,1.46,1.01,0.26,"4.5%",45.7,54.3,-276,"100%","50%","0%",2,"50%","50%","0%","50%",,"50%","100%","51.3%","49.3%",3.42,1.31,1.28
"LTA North 2025 Split 3","2025-07-27","Team Liquid",2,2,0,33.1,42,19,2.21,0.92,1.32,"12.2%",60.6,39.4,660,"0%","50%","100%",4.5,"50%","50%","100%","50%",,"100%","100%","50.8%","51.9%",3.43,1.35,1.44
"LTA North 2025 Split 3","2025-08-02","100 Thieves",4,0,4,31.6,37,81,0.46,0.93,-1.5,"-11.2%",43.7,-43.7,-800,"75%","25%","0%",2.3,"25%","33%","25%","47%",,"0%","0%","48.6%","45.3%",3.19,1.19,1.5
"LTA North 2025 Split 3","2025-08-02","Cloud9",2,2,0,29.2,51,11,4.64,1.06,2.71,"18.2%",77.9,22.1,1552,"50%","100%","100%",2.5,"100%","0%","100%","89%",,"100%","100%","52.4%","57.7%",3.45,1.22,1.46
"LTA North 2025 Split 3","2025-08-02","Dignitas",2,0,2,31.1,25,38,0.66,1.01,-0.26,"-4.5%",54.3,-54.3,276,"0%","50%","100%",4,"50%","50%","100%","50%",,"0%","0%","48.7%","50.7%",3.12,0.99,1.4
"LTA North 2025 Split 3","2025-08-02","Disguised",2,0,2,29.4,12,40,0.3,0.89,-2.11,"-19.1%",22.3,-22.3,-1318,"50%","0%","0%",2.5,"0%","50%","0%","13%",,"0%","0%","47.8%","41.9%",3.14,1.13,1.31
"LTA North 2025 Split 3","2025-08-02","FlyQuest",4,4,0,29.8,79,30,2.63,0.92,1.9,"14.7%",64.8,35.2,1129,"50%","100%","100%",5,"100%","67%","75%","71%",,"75%","100%","52.1%","57.8%",3.43,1.02,1.37
"LTA North 2025 Split 3","2025-08-02","LYON",5,2,3,30,62,89,0.7,1,-0.48,"-6.7%",54.6,-14.6,454,"60%","40%","40%",3.4,"40%","53%","40%","45%","100%","20%","20%","48.6%","47.4%",3.13,1.2,1.29
"LTA North 2025 Split 3","2025-08-02","Shopify Rebellion",2,2,0,31.1,38,26,1.46,1.01,0.26,"4.5%",45.7,54.3,-276,"100%","50%","0%",2,"50%","50%","0%","50%",,"50%","100%","51.3%","49.3%",3.42,1.31,1.28
"LTA North 2025 Split 3","2025-08-02","Team Liquid",5,3,2,31.6,79,70,1.13,0.94,-0.01,"4.3%",38.5,21.5,-811,"20%","40%","60%",3,"40%","67%","60%","39%","0%","80%","80%","50.8%","50.3%",3.27,1.26,1.46
"LTA North 2025 Split 3","2025-08-03","100 Thieves",4,0,4,31.6,37,81,0.46,0.93,-1.5,"-11.2%",43.7,-43.7,-800,"75%","25%","0%",2.3,"25%","33%","25%","47%",,"0%","0%","48.6%","45.3%",3.19,1.19,1.5
"LTA North 2025 Split 3","2025-08-03","Cloud9",4,4,0,31.5,89,29,3.07,0.94,2.18,"12.8%",72.2,27.8,1273,"50%","75%","100%",2.5,"75%","25%","75%","72%",,"100%","100%","51.9%","56.5%",3.36,1.14,1.61
"LTA North 2025 Split 3","2025-08-03","Dignitas",4,0,4,32.5,43,76,0.57,0.92,-1.03,"-5.9%",43.9,-43.9,-359,"25%","50%","50%",3,"50%","50%","75%","47%",,"0%","0%","48.7%","47.7%",3.31,1.06,1.48
"LTA North 2025 Split 3","2025-08-03","Disguised",5,1,4,34.7,47,77,0.61,0.72,-0.92,"-8.5%",39,-19,-456,"40%","20%","20%",3.2,"20%","40%","20%","36%",,"20%","17%","48.8%","46.7%",3.85,1.54,1.54
"LTA North 2025 Split 3","2025-08-03","FlyQuest",4,4,0,29.8,79,30,2.63,0.92,1.9,"14.7%",64.8,35.2,1129,"50%","100%","100%",5,"100%","67%","75%","71%",,"75%","100%","52.1%","57.8%",3.43,1.02,1.37
"LTA North 2025 Split 3","2025-08-03","LYON",5,2,3,30,62,89,0.7,1,-0.48,"-6.7%",54.6,-14.6,454,"60%","40%","40%",3.4,"40%","53%","40%","45%","100%","20%","20%","48.6%","47.4%",3.13,1.2,1.29
"LTA North 2025 Split 3","2025-08-03","Shopify Rebellion",5,4,1,35.3,75,61,1.23,0.76,0.29,"2.6%",48.2,31.8,-181,"80%","60%","40%",2.8,"60%","60%","40%","52%",,"60%","80%","50.8%","49.8%",3.31,1.17,1.7
"LTA North 2025 Split 3","2025-08-03","Team Liquid",5,3,2,31.6,79,70,1.13,0.94,-0.01,"4.3%",38.5,21.5,-811,"20%","40%","60%",3,"40%","67%","60%","39%","0%","80%","80%","50.8%","50.3%",3.27,1.26,1.46
"LTA North 2025 Split 3","2025-08-09","100 Thieves",7,1,6,31.9,74,127,0.58,0.9,-1.09,"-6.1%",43.4,-29.1,-498,"43%","14%","29%",3.1,"43%","29%","29%","47%",,"29%","29%","49.1%","47.5%",3.16,1.1,1.47
"LTA North 2025 Split 3","2025-08-09","Cloud9",4,4,0,31.5,89,29,3.07,0.94,2.18,"12.8%",72.2,27.8,1273,"50%","75%","100%",2.5,"75%","25%","75%","72%",,"100%","100%","51.9%","56.5%",3.36,1.14,1.61
"LTA North 2025 Split 3","2025-08-09","Dignitas",4,0,4,32.5,43,76,0.57,0.92,-1.03,"-5.9%",43.9,-43.9,-359,"25%","50%","50%",3,"50%","50%","75%","47%",,"0%","0%","48.7%","47.7%",3.31,1.06,1.48
"LTA North 2025 Split 3","2025-08-09","Disguised",5,1,4,34.7,47,77,0.61,0.72,-0.92,"-8.5%",39,-19,-456,"40%","20%","20%",3.2,"20%","40%","20%","36%",,"20%","17%","48.8%","46.7%",3.85,1.54,1.54
"LTA North 2025 Split 3","2025-08-09","FlyQuest",6,6,0,32.1,116,56,2.07,0.89,1.68,"12.9%",64.6,35.4,1160,"50%","83%","83%",4.5,"83%","78%","67%","72%","100%","83%","100%","51.3%","57.6%",3.45,1,1.43
"LTA North 2025 Split 3","2025-08-09","LYON",7,2,5,31.9,88,126,0.7,0.95,-0.75,"-7.5%",49.2,-20.6,-25,"57%","43%","43%",3,"43%","38%","43%","40%","33%","14%","11%","49.1%","46.1%",3.22,1.21,1.3
"LTA North 2025 Split 3","2025-08-09","Shopify Rebellion",8,6,2,34.2,121,98,1.23,0.8,0.39,"1.4%",51.6,23.4,-78,"88%","75%","38%",2.8,"50%","67%","50%","53%",,"50%","67%","50.6%","49.7%",3.32,1.17,1.54
"LTA North 2025 Split 3","2025-08-09","Team Liquid",5,3,2,31.6,79,70,1.13,0.94,-0.01,"4.3%",38.5,21.5,-811,"20%","40%","60%",3,"40%","67%","60%","39%","0%","80%","80%","50.8%","50.3%",3.27,1.26,1.46
"LTA North 2025 Split 3","2025-08-10","100 Thieves",7,1,6,31.9,74,127,0.58,0.9,-1.09,"-6.1%",43.4,-29.1,-498,"43%","14%","29%",3.1,"43%","29%","29%","47%",,"29%","29%","49.1%","47.5%",3.16,1.1,1.47
"LTA North 2025 Split 3","2025-08-10","Cloud9",6,6,0,31.9,128,53,2.42,0.95,1.35,"9.1%",64.4,35.6,613,"50%","67%","67%",2.8,"50%","28%","83%","71%",,"100%","100%","52.0%","55.9%",3.3,1.12,1.52
"LTA North 2025 Split 3","2025-08-10","Dignitas",7,1,6,32.8,77,113,0.68,0.83,-0.46,"-2.0%",46.8,-32.5,48,"57%","43%","57%",3.6,"57%","57%","57%","48%","50%","29%","29%","49.2%","49.4%",3.56,1.28,1.64
"LTA North 2025 Split 3","2025-08-10","Disguised",8,3,5,34.2,84,111,0.76,0.71,-0.68,"-6.5%",42.9,-5.4,-507,"25%","38%","25%",2.6,"25%","38%","38%","41%","50%","25%","22%","49.3%","47.3%",3.84,1.53,1.67
"LTA North 2025 Split 3","2025-08-10","FlyQuest",6,6,0,32.1,116,56,2.07,0.89,1.68,"12.9%",64.6,35.4,1160,"50%","83%","83%",4.5,"83%","78%","67%","72%","100%","83%","100%","51.3%","57.6%",3.45,1,1.43
"LTA North 2025 Split 3","2025-08-10","LYON",7,2,5,31.9,88,126,0.7,0.95,-0.75,"-7.5%",49.2,-20.6,-25,"57%","43%","43%",3,"43%","38%","43%","40%","33%","14%","11%","49.1%","46.1%",3.22,1.21,1.3
"LTA North 2025 Split 3","2025-08-10","Shopify Rebellion",8,6,2,34.2,121,98,1.23,0.8,0.39,"1.4%",51.6,23.4,-78,"88%","75%","38%",2.8,"50%","67%","50%","53%",,"50%","67%","50.6%","49.7%",3.32,1.17,1.54
"LTA North 2025 Split 3","2025-08-10","Team Liquid",7,3,4,31.8,103,109,0.94,0.95,0.08,"2.5%",42.2,0.7,-377,"29%","43%","71%",3.7,"57%","67%","43%","36%","0%","57%","57%","49.9%","48.9%",3.25,1.28,1.46
"LTA North 2025 Split 3","2025-08-16","100 Thieves",7,1,6,31.9,74,127,0.58,0.9,-1.09,"-6.1%",43.4,-29.1,-498,"43%","14%","29%",3.1,"43%","29%","29%","47%",,"29%","29%","49.1%","47.5%",3.16,1.1,1.47
"LTA North 2025 Split 3","2025-08-16","Cloud9",11,8,3,33.3,195,126,1.55,0.88,0.97,"7.2%",63,9.7,764,"45%","73%","64%",3.5,"45%","42%","64%","65%",,"82%","77%","51.9%","54.2%",3.21,1.12,1.51
"LTA North 2025 Split 3","2025-08-16","Dignitas",7,1,6,32.8,77,113,0.68,0.83,-0.46,"-2.0%",46.8,-32.5,48,"57%","43%","57%",3.6,"57%","57%","57%","48%","50%","29%","29%","49.2%","49.4%",3.56,1.28,1.64
"LTA North 2025 Split 3","2025-08-16","Disguised",8,3,5,34.2,84,111,0.76,0.71,-0.68,"-6.5%",42.9,-5.4,-507,"25%","38%","25%",2.6,"25%","38%","38%","41%","50%","25%","22%","49.3%","47.3%",3.84,1.53,1.67
"LTA North 2025 Split 3","2025-08-16","FlyQuest",6,6,0,32.1,116,56,2.07,0.89,1.68,"12.9%",64.6,35.4,1160,"50%","83%","83%",4.5,"83%","78%","67%","72%","100%","83%","100%","51.3%","57.6%",3.45,1,1.43
"LTA North 2025 Split 3","2025-08-16","LYON",7,2,5,31.9,88,126,0.7,0.95,-0.75,"-7.5%",49.2,-20.6,-25,"57%","43%","43%",3,"43%","38%","43%","40%","33%","14%","11%","49.1%","46.1%",3.22,1.21,1.3
"LTA North 2025 Split 3","2025-08-16","Shopify Rebellion",13,9,4,34.5,194,166,1.17,0.8,0.03,"-1.0%",46.6,22.7,-412,"77%","54%","38%",2.8,"54%","56%","54%","49%",,"46%","60%","49.7%","49.0%",3.35,1.16,1.48
"LTA North 2025 Split 3","2025-08-16","Team Liquid",7,3,4,31.8,103,109,0.94,0.95,0.08,"2.5%",42.2,0.7,-377,"29%","43%","71%",3.7,"57%","67%","43%","36%","0%","57%","57%","49.9%","48.9%",3.25,1.28,1.46
"LTA North 2025 Split 3","2025-08-17","100 Thieves",7,1,6,31.9,74,127,0.58,0.9,-1.09,"-6.1%",43.4,-29.1,-498,"43%","14%","29%",3.1,"43%","29%","29%","47%",,"29%","29%","49.1%","47.5%",3.16,1.1,1.47
"LTA North 2025 Split 3","2025-08-17","Cloud9",11,8,3,33.3,195,126,1.55,0.88,0.97,"7.2%",63,9.7,764,"45%","73%","64%",3.5,"45%","42%","64%","65%",,"82%","77%","51.9%","54.2%",3.21,1.12,1.51
"LTA North 2025 Split 3","2025-08-17","Dignitas",7,1,6,32.8,77,113,0.68,0.83,-0.46,"-2.0%",46.8,-32.5,48,"57%","43%","57%",3.6,"57%","57%","57%","48%","50%","29%","29%","49.2%","49.4%",3.56,1.28,1.64
"LTA North 2025 Split 3","2025-08-17","Disguised",8,3,5,34.2,84,111,0.76,0.71,-0.68,"-6.5%",42.9,-5.4,-507,"25%","38%","25%",2.6,"25%","38%","38%","41%","50%","25%","22%","49.3%","47.3%",3.84,1.53,1.67
"LTA North 2025 Split 3","2025-08-17","FlyQuest",9,9,0,32.7,173,100,1.73,0.93,1.35,"12.0%",63.3,36.7,1000,"33%","89%","89%",4.2,"67%","81%","67%","71%","100%","78%","82%","51.6%","57.6%",3.42,0.95,1.41
"LTA North 2025 Split 3","2025-08-17","LYON",7,2,5,31.9,88,126,0.7,0.95,-0.75,"-7.5%",49.2,-20.6,-25,"57%","43%","43%",3,"43%","38%","43%","40%","33%","14%","11%","49.1%","46.1%",3.22,1.21,1.3
"LTA North 2025 Split 3","2025-08-17","Shopify Rebellion",13,9,4,34.5,194,166,1.17,0.8,0.03,"-1.0%",46.6,22.7,-412,"77%","54%","38%",2.8,"54%","56%","54%","49%",,"46%","60%","49.7%","49.0%",3.35,1.16,1.48
"LTA North 2025 Split 3","2025-08-17","Team Liquid",10,3,7,32.5,147,167,0.88,0.96,-0.18,"-1.3%",41.3,-11.3,-468,"50%","30%","50%",3.1,"60%","50%","40%","35%","0%","50%","55%","49.3%","47.0%",3.3,1.29,1.38
"LTA North 2025 Split 3","2025-08-23","100 Thieves",7,1,6,31.9,74,127,0.58,0.9,-1.09,"-6.1%",43.4,-29.1,-498,"43%","14%","29%",3.1,"43%","29%","29%","47%",,"29%","29%","49.1%","47.5%",3.16,1.1,1.47
"LTA North 2025 Split 3","2025-08-23","Cloud9",11,8,3,33.3,195,126,1.55,0.88,0.97,"7.2%",63,9.7,764,"45%","73%","64%",3.5,"45%","42%","64%","65%",,"82%","77%","51.9%","54.2%",3.21,1.12,1.51
"LTA North 2025 Split 3","2025-08-23","Dignitas",11,2,9,32.8,121,178,0.68,0.83,-0.6,"-2.5%",42.3,-24.2,-291,"45%","55%","55%",3.4,"55%","45%","45%","38%","33%","36%","33%","49.2%","48.0%",3.5,1.27,1.68
"LTA North 2025 Split 3","2025-08-23","Disguised",12,6,6,33.6,149,155,0.96,0.75,-0.19,"-3.2%",50.4,-0.4,-43,"42%","33%","33%",2.8,"33%","50%","50%","53%","67%","33%","36%","49.8%","49.7%",3.84,1.58,1.78
"LTA North 2025 Split 3","2025-08-23","FlyQuest",9,9,0,32.7,173,100,1.73,0.93,1.35,"12.0%",63.3,36.7,1000,"33%","89%","89%",4.2,"67%","81%","67%","71%","100%","78%","82%","51.6%","57.6%",3.42,0.95,1.41
"LTA North 2025 Split 3","2025-08-23","LYON",7,2,5,31.9,88,126,0.7,0.95,-0.75,"-7.5%",49.2,-20.6,-25,"57%","43%","43%",3,"43%","38%","43%","40%","33%","14%","11%","49.1%","46.1%",3.22,1.21,1.3
"LTA North 2025 Split 3","2025-08-23","Shopify Rebellion",13,9,4,34.5,194,166,1.17,0.8,0.03,"-1.0%",46.6,22.7,-412,"77%","54%","38%",2.8,"54%","56%","54%","49%",,"46%","60%","49.7%","49.0%",3.35,1.16,1.48
"LTA North 2025 Split 3","2025-08-23","Team Liquid",10,3,7,32.5,147,167,0.88,0.96,-0.18,"-1.3%",41.3,-11.3,-468,"50%","30%","50%",3.1,"60%","50%","40%","35%","0%","50%","55%","49.3%","47.0%",3.3,1.29,1.38
"LTA North 2025 Split 3","2025-08-24","100 Thieves",11,4,7,32.9,144,188,0.77,0.91,-0.66,"-2.4%",40.4,-4,-632,"45%","18%","27%",3.1,"36%","36%","36%","46%",,"45%","50%","49.8%","49.1%",3.15,1.07,1.49
"LTA North 2025 Split 3","2025-08-24","Cloud9",11,8,3,33.3,195,126,1.55,0.88,0.97,"7.2%",63,9.7,764,"45%","73%","64%",3.5,"45%","42%","64%","65%",,"82%","77%","51.9%","54.2%",3.21,1.12,1.51
"LTA North 2025 Split 3","2025-08-24","Dignitas",11,2,9,32.8,121,178,0.68,0.83,-0.6,"-2.5%",42.3,-24.2,-291,"45%","55%","55%",3.4,"55%","45%","45%","38%","33%","36%","33%","49.2%","48.0%",3.5,1.27,1.68
"LTA North 2025 Split 3","2025-08-24","Disguised",12,6,6,33.6,149,155,0.96,0.75,-0.19,"-3.2%",50.4,-0.4,-43,"42%","33%","33%",2.8,"33%","50%","50%","53%","67%","33%","36%","49.8%","49.7%",3.84,1.58,1.78
"LTA North 2025 Split 3","2025-08-24","FlyQuest",9,9,0,32.7,173,100,1.73,0.93,1.35,"12.0%",63.3,36.7,1000,"33%","89%","89%",4.2,"67%","81%","67%","71%","100%","78%","82%","51.6%","57.6%",3.42,0.95,1.41
